competition,season,team_name,player_name,nation,position,age,born,matches_played,Playing Time_Starts,minutes,nineties,goals,assists,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,yellow_cards,red_cards,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Performance_2CrdY,fouls_committed,fouls_drawn,Performance_Off,crosses,interceptions,tackles_won,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls,shots,shots_on_target,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
ESP-La Liga,2425,Rayo Vallecano,Iván Balliu,ALB,DF,32,1992,25,12,1200,13.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,13.3,0,19,15,1,20,12,15,,,0,0,1,0,0.0,0.07,0.0,0.0,,0,0
ESP-La Liga,2425,Rayo Vallecano,James Rodríguez,COL,MF,33,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.6,0,2,1,3,13,1,3,,,0,0,4,2,50.0,2.57,1.29,0.0,0.0,0,0
ESP-La Liga,2425,Rayo Vallecano,Jorge de Frutos,ESP,"MF,FW",27,1997,36,30,2495,27.7,6,3,9,6,0,0,3,1,0.22,0.11,0.32,0.22,0.32,27.7,0,41,33,9,68,18,20,,,0,6,52,19,36.5,1.88,0.69,0.12,0.32,0,0
ESP-La Liga,2425,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",30,1994,33,25,2140,23.8,4,1,5,4,0,0,12,0,0.17,0.04,0.21,0.17,0.21,23.8,0,45,25,0,5,36,25,,,0,4,21,6,28.6,0.88,0.25,0.19,0.67,0,0
ESP-La Liga,2425,Rayo Vallecano,Pedro Díaz,ESP,MF,26,1998,26,12,1211,13.5,3,0,3,3,0,1,2,0,0.22,0.0,0.22,0.22,0.22,13.5,0,7,6,0,41,7,15,,,0,3,32,8,25.0,2.38,0.59,0.09,0.38,0,1
ESP-La Liga,2425,Rayo Vallecano,Pelayo Fernandez,ESP,DF,21,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.1,0,2,0,0,0,2,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Rayo Vallecano,Pep Chavarría,ESP,DF,26,1998,34,28,2585,28.7,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,28.7,0,30,25,3,80,30,36,,,0,0,11,3,27.3,0.38,0.1,0.0,0.0,0,0
ESP-La Liga,2425,Rayo Vallecano,Randy Nteka,ANG,FW,26,1997,24,16,1129,12.5,3,0,3,3,0,0,6,0,0.24,0.0,0.24,0.24,0.24,12.5,0,39,15,16,4,4,5,,,0,3,16,8,50.0,1.28,0.64,0.19,0.38,0,0
ESP-La Liga,2425,Rayo Vallecano,Raúl de Tomás,ESP,FW,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,1,2,0,0,0,2,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Rayo Vallecano,Sergi Guardiola,ESP,FW,33,1991,16,1,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0,9,7,2,4,1,4,,,0,0,11,3,27.3,2.73,0.75,0.0,0.0,0,0
ESP-La Liga,2425,Rayo Vallecano,Sergio Camello,ESP,FW,23,2001,23,14,1134,12.6,3,2,5,3,0,0,2,0,0.24,0.16,0.4,0.24,0.4,12.6,0,11,10,2,6,4,4,,,0,3,32,9,28.1,2.54,0.71,0.09,0.33,0,0
ESP-La Liga,2425,Rayo Vallecano,Unai López,ESP,MF,28,1995,32,23,1707,19.0,3,1,4,3,0,0,9,1,0.16,0.05,0.21,0.16,0.21,19.0,0,18,21,1,33,21,21,,,0,3,26,11,42.3,1.37,0.58,0.12,0.27,0,0
ESP-La Liga,2425,Rayo Vallecano,Álvaro García,ESP,"MF,FW",31,1992,36,28,2559,28.4,4,5,9,4,0,0,4,0,0.14,0.18,0.32,0.14,0.32,28.4,0,18,19,16,108,35,23,,,0,4,71,26,36.6,2.5,0.91,0.06,0.15,0,0
ESP-La Liga,2425,Rayo Vallecano,Óscar Trejo,ARG,MF,36,1988,19,6,496,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,5.5,0,17,12,1,7,4,5,,,0,1,5,2,40.0,0.91,0.36,0.2,0.5,0,0
ESP-La Liga,2425,Rayo Vallecano,Óscar Valentín,ESP,MF,29,1994,34,18,1835,20.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,20.4,0,57,31,0,3,22,39,,,0,0,5,1,20.0,0.25,0.05,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Abde Ezzalzouli,MAR,MF,22,2001,32,23,1984,22.0,2,2,4,2,0,1,2,0,0.09,0.09,0.18,0.09,0.18,22.0,0,23,38,4,49,9,23,,,0,2,62,26,41.9,2.81,1.18,0.03,0.08,0,1
ESP-La Liga,2425,Real Betis,Adrián,ESP,GK,37,1987,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,4,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Aitor Ruibal,ESP,"DF,FW",28,1996,29,13,1313,14.6,1,3,4,1,0,0,5,0,0.07,0.21,0.27,0.07,0.27,14.6,0,10,18,2,32,14,24,,,0,1,16,4,25.0,1.1,0.27,0.06,0.25,0,0
ESP-La Liga,2425,Real Betis,Antony,BRA,MF,24,2000,17,15,1362,15.1,5,2,7,5,0,0,2,1,0.33,0.13,0.46,0.33,0.46,15.1,0,15,27,1,41,9,10,,,0,5,43,17,39.5,2.84,1.12,0.12,0.29,0,0
ESP-La Liga,2425,Real Betis,Assane Diao,SEN,FW,18,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.32,0.65,0.97,0.32,0.97,3.1,0,4,4,2,4,0,3,,,0,1,7,1,14.3,2.27,0.32,0.14,1.0,0,0
ESP-La Liga,2425,Real Betis,Carlos Guirao,ESP,MF,21,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,0,4,0,0,0,3,4,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Cucho,COL,FW,25,1999,15,14,1139,12.7,5,1,6,5,0,0,0,0,0.4,0.08,0.47,0.4,0.47,12.7,0,10,9,5,12,7,10,,,0,5,43,11,25.6,3.4,0.87,0.12,0.45,0,0
ESP-La Liga,2425,Real Betis,Cédric Bakambu,COD,FW,33,1991,25,6,710,7.9,2,2,4,2,0,0,4,0,0.25,0.25,0.51,0.25,0.51,7.9,0,23,7,12,3,0,3,,,0,2,24,11,45.8,3.04,1.39,0.08,0.18,0,0
ESP-La Liga,2425,Real Betis,Diego Llorente,ESP,DF,30,1993,30,29,2519,28.0,2,0,2,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07,28.0,0,20,23,0,1,44,20,,,1,2,11,5,45.5,0.39,0.18,0.18,0.4,0,0
ESP-La Liga,2425,Real Betis,Ezequiel Ávila,ARG,"MF,FW",30,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,0.27,0.0,0.27,0.27,0.27,7.5,0,13,18,5,29,3,5,,,0,2,20,10,50.0,2.66,1.33,0.1,0.2,0,0
ESP-La Liga,2425,Real Betis,Fran Vieites,ESP,GK,25,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2,0,0,0,0,,,0,0,1,1,100.0,0.25,0.25,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Giovani Lo Celso,ARG,MF,28,1996,25,15,1457,16.2,8,3,11,6,2,3,4,0,0.49,0.19,0.68,0.37,0.56,16.2,0,13,63,0,93,5,21,,,0,8,34,19,55.9,2.1,1.17,0.18,0.32,2,3
ESP-La Liga,2425,Real Betis,Héctor Bellerín,ESP,DF,29,1995,9,6,580,6.4,0,2,2,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31,6.4,0,6,0,0,10,6,7,,,0,0,1,1,100.0,0.16,0.16,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Iker Losada,ESP,MF,22,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.7,0,1,2,0,4,3,7,,,0,0,5,1,20.0,1.34,0.27,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Isco,ESP,MF,32,1992,22,17,1547,17.2,9,8,17,4,5,6,5,0,0.52,0.47,0.99,0.23,0.7,17.2,0,23,44,4,94,11,15,,,0,9,44,15,34.1,2.56,0.87,0.09,0.27,5,6
ESP-La Liga,2425,Real Betis,Jesus Rodríguez,ESP,MF,18,2005,21,15,1111,12.3,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16,12.3,0,17,38,2,19,8,13,,,0,2,23,8,34.8,1.86,0.65,0.09,0.25,0,0
ESP-La Liga,2425,Real Betis,Johnny Cardoso,USA,MF,22,2001,28,24,2144,23.8,3,1,4,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,23.8,0,38,27,0,3,50,31,,,0,3,19,7,36.8,0.8,0.29,0.16,0.43,0,0
ESP-La Liga,2425,Real Betis,Juanmi,ESP,MF,31,1993,11,2,244,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.7,0,6,7,1,2,1,4,,,0,0,6,1,16.7,2.21,0.37,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Marc Bartra,ESP,DF,33,1991,25,23,2099,23.3,2,1,3,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,23.3,0,15,14,2,1,35,19,,,0,2,18,5,27.8,0.77,0.21,0.11,0.4,0,0
ESP-La Liga,2425,Real Betis,Marc Roca,ESP,MF,27,1996,14,11,906,10.1,2,2,4,2,0,0,4,0,0.2,0.2,0.4,0.2,0.4,10.1,0,16,5,0,10,14,14,,,0,2,12,4,33.3,1.19,0.4,0.17,0.5,0,0
ESP-La Liga,2425,Real Betis,Mateo Flores,ESP,MF,20,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.7,0,4,1,0,1,2,2,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Nabil Fekir,FRA,MF,31,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,2.0,0,3,7,0,9,0,2,,,0,0,7,1,14.3,3.5,0.5,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Natan,BRA,DF,23,2001,31,23,2175,24.2,1,1,2,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,24.2,0,19,13,0,2,28,25,,,0,1,9,4,44.4,0.37,0.17,0.11,0.25,0,0
ESP-La Liga,2425,Real Betis,Nobel Mendy,SEN,DF,19,2004,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.2,0,1,1,0,0,4,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Pablo Fornals,ESP,MF,28,1996,26,22,1827,20.3,2,0,2,2,0,0,2,0,0.1,0.0,0.1,0.1,0.1,20.3,0,12,14,3,56,25,13,,,0,2,23,4,17.4,1.13,0.2,0.09,0.5,0,0
ESP-La Liga,2425,Real Betis,Pablo Garcia,ESP,FW,18,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,1,2,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Ricardo Rodríguez,SUI,DF,31,1992,18,15,1274,14.2,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,14.2,0,12,6,0,14,8,15,,,0,0,5,1,20.0,0.35,0.07,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Rodri,ESP,MF,24,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,0,2,2,1,6,1,1,,,0,0,2,2,100.0,1.53,1.53,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Romain Perraud,FRA,DF,26,1997,28,22,2002,22.2,2,2,4,2,0,0,8,1,0.09,0.09,0.18,0.09,0.18,22.2,0,26,44,5,72,22,21,,,0,2,20,5,25.0,0.9,0.22,0.1,0.4,0,0
ESP-La Liga,2425,Real Betis,Rui Silva,POR,GK,30,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0,1,2,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Sergi Altimira,ESP,MF,22,2001,32,22,1972,21.9,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,21.9,0,35,33,0,5,22,37,,,0,0,21,4,19.0,0.96,0.18,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Sergio Arribas,ESP,DF,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,3,4,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Betis,Vitor Roque,BRA,FW,19,2005,22,14,1235,13.7,4,0,4,4,0,0,4,0,0.29,0.0,0.29,0.29,0.29,13.7,0,30,30,5,7,7,6,,,0,4,41,19,46.3,2.99,1.38,0.1,0.21,0,0
ESP-La Liga,2425,Real Betis,William Carvalho,POR,MF,32,1992,14,6,484,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.4,0,7,3,0,2,3,7,,,0,0,4,1,25.0,0.74,0.19,0.0,0.0,0,0
ESP-La Liga,2425,Real Betis,Youssouf Sabaly,SEN,DF,31,1993,22,20,1581,17.6,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,17.6,0,18,12,1,30,13,26,,,0,0,5,0,0.0,0.28,0.0,0.0,,0,0
ESP-La Liga,2425,Real Betis,Ángel Ortíz,ESP,DF,20,2004,5,4,353,3.9,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,3.9,0,6,6,0,19,5,8,,,0,0,2,0,0.0,0.51,0.0,0.0,,0,0
ESP-La Liga,2425,Real Madrid,Andriy Lunin,UKR,GK,25,1999,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.14,0.14,0.0,0.14,7.0,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Antonio Rüdiger,GER,DF,31,1993,29,26,2291,25.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,25.5,0,15,15,2,4,9,13,,,0,0,24,4,16.7,0.94,0.16,0.0,0.0,0,0
ESP-La Liga,2425,Real Madrid,Arda Güler,TUR,"MF,FW",19,2005,28,14,1250,13.9,3,4,7,3,0,0,1,0,0.22,0.29,0.5,0.22,0.5,13.9,0,15,31,4,57,7,16,,,0,3,39,17,43.6,2.81,1.22,0.08,0.18,0,0
ESP-La Liga,2425,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",24,2000,32,31,2689,29.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,29.9,0,26,24,0,12,45,24,,,0,0,19,3,15.8,0.64,0.1,0.0,0.0,0,0
ESP-La Liga,2425,Real Madrid,Brahim Díaz,MAR,"MF,FW",24,1999,31,16,1385,15.4,4,2,6,4,0,0,0,0,0.26,0.13,0.39,0.26,0.39,15.4,0,14,34,1,8,5,18,,,0,4,28,17,60.7,1.82,1.1,0.14,0.24,0,0
ESP-La Liga,2425,Real Madrid,Chema,ESP,MF,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Dani Carvajal,ESP,DF,32,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,6.8,0,3,6,0,14,10,8,,,0,1,3,1,33.3,0.44,0.15,0.33,1.0,0,0
ESP-La Liga,2425,Real Madrid,Dani Ceballos,ESP,MF,27,1996,23,15,1215,13.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,13.5,0,13,30,0,14,16,21,,,0,0,7,3,42.9,0.52,0.22,0.0,0.0,0,0
ESP-La Liga,2425,Real Madrid,Daniel Yáñez,ESP,MF,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,David Alaba,AUT,DF,32,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.5,0,2,0,0,3,6,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",21,2002,19,11,1102,12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,12.2,0,21,31,1,2,19,26,,,0,1,8,2,25.0,0.65,0.16,0.13,0.5,0,0
ESP-La Liga,2425,Real Madrid,Endrick,BRA,FW,18,2006,22,3,363,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,4.0,0,10,9,2,2,4,2,,,0,1,23,7,30.4,5.7,1.74,0.04,0.14,0,0
ESP-La Liga,2425,Real Madrid,Federico Valverde,URU,"MF,DF",26,1998,36,34,3032,33.7,6,4,10,6,0,0,4,0,0.18,0.12,0.3,0.18,0.3,33.7,0,12,15,1,26,54,33,,,0,6,57,22,38.6,1.69,0.65,0.11,0.27,0,0
ESP-La Liga,2425,Real Madrid,Ferland Mendy,FRA,DF,29,1995,14,12,1005,11.2,0,1,1,0,0,0,1,1,0.0,0.09,0.09,0.0,0.09,11.2,0,5,7,0,1,9,14,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Fran,ESP,GK,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Fran Garcia,ESP,DF,24,1999,31,24,2171,24.1,0,2,2,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,24.1,0,13,22,4,66,29,36,,,0,0,14,3,21.4,0.58,0.12,0.0,0.0,0,0
ESP-La Liga,2425,Real Madrid,Gonzalo García,ESP,FW,20,2004,3,0,56,0.6,0,1,1,0,0,0,0,0,0.0,1.61,1.61,0.0,1.61,0.6,0,0,0,0,0,0,0,,,0,0,1,0,0.0,1.61,0.0,0.0,,0,0
ESP-La Liga,2425,Real Madrid,Jacobo Ramón,ESP,DF,19,2005,3,2,204,2.3,1,0,1,1,0,0,1,0,0.44,0.0,0.44,0.44,0.44,2.3,0,2,1,0,0,3,3,,,0,1,2,1,50.0,0.88,0.44,0.5,1.0,0,0
ESP-La Liga,2425,Real Madrid,Jesús Vallejo,ESP,DF,27,1997,4,1,138,1.5,0,1,1,0,0,0,0,0,0.0,0.65,0.65,0.0,0.65,1.5,0,0,0,0,0,2,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Jude Bellingham,ENG,MF,21,2003,31,29,2488,27.6,9,8,17,8,1,2,5,1,0.33,0.29,0.61,0.29,0.58,27.6,0,33,64,9,18,27,35,,,0,9,62,23,37.1,2.24,0.83,0.13,0.35,1,2
ESP-La Liga,2425,Real Madrid,Kylian Mbappé,FRA,FW,25,1998,34,34,2907,32.3,31,3,34,24,7,9,3,1,0.96,0.09,1.05,0.74,0.84,32.3,0,25,40,44,34,1,5,,,0,31,161,85,52.8,4.98,2.63,0.15,0.28,7,9
ESP-La Liga,2425,Real Madrid,Lorenzo Aguado,ESP,DF,21,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Lucas Vázquez,ESP,DF,33,1991,32,25,2189,24.3,1,5,6,1,0,0,4,0,0.04,0.21,0.25,0.04,0.25,24.3,0,29,32,3,64,17,36,,,0,1,15,3,20.0,0.62,0.12,0.07,0.33,0,0
ESP-La Liga,2425,Real Madrid,Luka Modrić,CRO,MF,38,1985,35,17,1827,20.3,2,6,8,2,0,0,7,0,0.1,0.3,0.39,0.1,0.39,20.3,0,23,19,2,113,27,20,,,0,2,22,6,27.3,1.08,0.3,0.09,0.33,0,0
ESP-La Liga,2425,Real Madrid,Raúl Asencio,ESP,DF,21,2003,23,18,1670,18.6,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,18.6,0,12,19,1,0,16,17,,,0,0,3,1,33.3,0.16,0.05,0.0,0.0,0,0
ESP-La Liga,2425,Real Madrid,Rodrygo,BRA,"MF,FW",23,2001,30,22,1928,21.4,6,5,11,6,0,0,0,0,0.28,0.23,0.51,0.28,0.51,21.4,0,8,37,1,79,11,13,,,0,6,54,20,37.0,2.52,0.93,0.11,0.3,0,0
ESP-La Liga,2425,Real Madrid,Thibaut Courtois,BEL,GK,32,1992,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,2,0,0,1,0,,,1,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Madrid,Vinicius Júnior,BRA,"FW,MF",24,2000,30,24,2253,25.0,11,8,19,9,2,3,8,1,0.44,0.32,0.76,0.36,0.68,25.0,0,30,70,10,56,3,12,,,0,11,81,28,34.6,3.24,1.12,0.11,0.32,2,3
ESP-La Liga,2425,Real Madrid,Víctor Muñoz,ESP,MF,21,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,2,0,0,2,0,0,,,0,0,1,0,0.0,2.5,0.0,0.0,,0,0
ESP-La Liga,2425,Real Madrid,Éder Militão,BRA,DF,26,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,10.4,0,18,8,0,2,11,17,,,0,1,10,3,30.0,0.96,0.29,0.1,0.33,0,0
ESP-La Liga,2425,Real Sociedad,Aihen Muñoz,ESP,DF,26,1997,21,13,1098,12.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,12.2,0,15,12,0,35,13,12,,,0,0,6,0,0.0,0.49,0.0,0.0,,0,0
ESP-La Liga,2425,Real Sociedad,Ander Barrenetxea,ESP,MF,22,2001,30,14,1263,14.0,1,3,4,1,0,0,6,0,0.07,0.21,0.29,0.07,0.29,14.0,0,33,13,6,52,11,19,,,0,1,25,8,32.0,1.78,0.57,0.04,0.13,0,0
ESP-La Liga,2425,Real Sociedad,Aritz Elustondo,ESP,DF,30,1994,22,16,1457,16.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,16.2,0,25,18,1,4,12,11,,,0,0,4,0,0.0,0.25,0.0,0.0,,0,0
ESP-La Liga,2425,Real Sociedad,Arkaitz Mariezkurrena,ESP,FW,19,2005,9,1,241,2.7,2,0,2,2,0,0,1,0,0.75,0.0,0.75,0.75,0.75,2.7,0,13,1,0,5,1,0,,,0,2,10,5,50.0,3.73,1.87,0.2,0.4,0,0
ESP-La Liga,2425,Real Sociedad,Arsen Zakharyan,RUS,MF,21,2003,3,1,73,0.8,1,0,1,1,0,0,0,0,1.23,0.0,1.23,1.23,1.23,0.8,0,1,0,0,1,1,1,,,0,1,4,2,50.0,4.93,2.47,0.25,0.5,0,0
ESP-La Liga,2425,Real Sociedad,Beñat Turrientes,ESP,MF,22,2002,21,11,942,10.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,10.5,0,13,23,0,19,7,6,,,0,0,7,2,28.6,0.67,0.19,0.0,0.0,0,0
ESP-La Liga,2425,Real Sociedad,Brais Méndez,ESP,"MF,FW",27,1997,27,19,1531,17.0,3,2,5,3,0,0,4,0,0.18,0.12,0.29,0.18,0.29,17.0,0,41,45,9,50,7,14,,,0,3,28,9,32.1,1.65,0.53,0.11,0.33,0,0
ESP-La Liga,2425,Real Sociedad,Daniel Díaz,ESP,FW,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Sociedad,Hamari Traoré,MLI,DF,32,1992,11,9,700,7.8,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,7.8,0,12,3,0,9,11,12,,,0,0,1,0,0.0,0.13,0.0,0.0,,0,0
ESP-La Liga,2425,Real Sociedad,Igor Zubeldia,ESP,DF,27,1997,28,27,2269,25.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,25.2,0,38,11,0,1,34,22,,,0,0,12,4,33.3,0.48,0.16,0.0,0.0,0,0
ESP-La Liga,2425,Real Sociedad,Javi López,ESP,DF,22,2002,29,21,1936,21.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,21.5,0,30,27,1,60,10,23,,,0,0,5,1,20.0,0.23,0.05,0.0,0.0,0,0
ESP-La Liga,2425,Real Sociedad,Jon Aramburu,VEN,DF,22,2002,35,28,2460,27.3,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,27.3,0,50,42,3,46,28,68,,,0,1,11,3,27.3,0.4,0.11,0.09,0.33,0,0
ESP-La Liga,2425,Real Sociedad,Jon Magunazelaia,ESP,MF,23,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,1,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Sociedad,Jon Martin,ESP,DF,18,2006,13,6,904,10.0,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,10.0,0,20,0,0,0,7,9,,,0,0,9,2,22.2,0.9,0.2,0.0,0.0,0,0
ESP-La Liga,2425,Real Sociedad,Jon Pacheco,ESP,DF,23,2001,14,9,854,9.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,9.5,0,18,5,0,0,9,9,,,0,0,1,0,0.0,0.11,0.0,0.0,,0,0
ESP-La Liga,2425,Real Sociedad,Luka Sučić,CRO,MF,21,2002,29,21,1792,19.9,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,19.9,0,11,15,3,18,15,18,,,0,1,43,11,25.6,2.16,0.55,0.02,0.09,0,0
ESP-La Liga,2425,Real Sociedad,Luken Beitia,ESP,DF,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,1,,,0,0,0,0,,0.0,0.0,,,0,0
ESP-La Liga,2425,Real Sociedad,Martín Zubimendi,ESP,MF,25,1999,36,33,2962,32.9,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,32.9,0,44,19,0,12,42,41,,,0,2,24,8,33.3,0.73,0.24,0.08,0.25,0,0
